inst,hierpath,distance
gen_sel_clobbers[23].i_sel_gpr_clobbers,TestDriver.testHarness.chiptop.system.tile_prci_domain.tile_reset_domain.cva6_tile.core.i_ariane.issue_stage_i.i_scoreboard.gen_sel_clobbers[23].i_sel_gpr_clobbers,3
gen_sel_clobbers[22].i_sel_fpr_clobbers,TestDriver.testHarness.chiptop.system.tile_prci_domain.tile_reset_domain.cva6_tile.core.i_ariane.issue_stage_i.i_scoreboard.gen_sel_clobbers[22].i_sel_fpr_clobbers,3
gen_sel_clobbers[22].i_sel_gpr_clobbers,TestDriver.testHarness.chiptop.system.tile_prci_domain.tile_reset_domain.cva6_tile.core.i_ariane.issue_stage_i.i_scoreboard.gen_sel_clobbers[22].i_sel_gpr_clobbers,3
gen_sel_clobbers[21].i_sel_fpr_clobbers,TestDriver.testHarness.chiptop.system.tile_prci_domain.tile_reset_domain.cva6_tile.core.i_ariane.issue_stage_i.i_scoreboard.gen_sel_clobbers[21].i_sel_fpr_clobbers,3
gen_sel_clobbers[21].i_sel_gpr_clobbers,TestDriver.testHarness.chiptop.system.tile_prci_domain.tile_reset_domain.cva6_tile.core.i_ariane.issue_stage_i.i_scoreboard.gen_sel_clobbers[21].i_sel_gpr_clobbers,3
gen_sel_clobbers[20].i_sel_fpr_clobbers,TestDriver.testHarness.chiptop.system.tile_prci_domain.tile_reset_domain.cva6_tile.core.i_ariane.issue_stage_i.i_scoreboard.gen_sel_clobbers[20].i_sel_fpr_clobbers,3
gen_sel_clobbers[20].i_sel_gpr_clobbers,TestDriver.testHarness.chiptop.system.tile_prci_domain.tile_reset_domain.cva6_tile.core.i_ariane.issue_stage_i.i_scoreboard.gen_sel_clobbers[20].i_sel_gpr_clobbers,3
gen_sel_clobbers[19].i_sel_fpr_clobbers,TestDriver.testHarness.chiptop.system.tile_prci_domain.tile_reset_domain.cva6_tile.core.i_ariane.issue_stage_i.i_scoreboard.gen_sel_clobbers[19].i_sel_fpr_clobbers,3
gen_sel_clobbers[19].i_sel_gpr_clobbers,TestDriver.testHarness.chiptop.system.tile_prci_domain.tile_reset_domain.cva6_tile.core.i_ariane.issue_stage_i.i_scoreboard.gen_sel_clobbers[19].i_sel_gpr_clobbers,3
gen_sel_clobbers[18].i_sel_fpr_clobbers,TestDriver.testHarness.chiptop.system.tile_prci_domain.tile_reset_domain.cva6_tile.core.i_ariane.issue_stage_i.i_scoreboard.gen_sel_clobbers[18].i_sel_fpr_clobbers,3
gen_sel_clobbers[18].i_sel_gpr_clobbers,TestDriver.testHarness.chiptop.system.tile_prci_domain.tile_reset_domain.cva6_tile.core.i_ariane.issue_stage_i.i_scoreboard.gen_sel_clobbers[18].i_sel_gpr_clobbers,3
gen_sel_clobbers[17].i_sel_fpr_clobbers,TestDriver.testHarness.chiptop.system.tile_prci_domain.tile_reset_domain.cva6_tile.core.i_ariane.issue_stage_i.i_scoreboard.gen_sel_clobbers[17].i_sel_fpr_clobbers,3
gen_sel_clobbers[17].i_sel_gpr_clobbers,TestDriver.testHarness.chiptop.system.tile_prci_domain.tile_reset_domain.cva6_tile.core.i_ariane.issue_stage_i.i_scoreboard.gen_sel_clobbers[17].i_sel_gpr_clobbers,3
gen_sel_clobbers[16].i_sel_fpr_clobbers,TestDriver.testHarness.chiptop.system.tile_prci_domain.tile_reset_domain.cva6_tile.core.i_ariane.issue_stage_i.i_scoreboard.gen_sel_clobbers[16].i_sel_fpr_clobbers,3
gen_sel_clobbers[16].i_sel_gpr_clobbers,TestDriver.testHarness.chiptop.system.tile_prci_domain.tile_reset_domain.cva6_tile.core.i_ariane.issue_stage_i.i_scoreboard.gen_sel_clobbers[16].i_sel_gpr_clobbers,3
gen_sel_clobbers[15].i_sel_fpr_clobbers,TestDriver.testHarness.chiptop.system.tile_prci_domain.tile_reset_domain.cva6_tile.core.i_ariane.issue_stage_i.i_scoreboard.gen_sel_clobbers[15].i_sel_fpr_clobbers,3
gen_sel_clobbers[15].i_sel_gpr_clobbers,TestDriver.testHarness.chiptop.system.tile_prci_domain.tile_reset_domain.cva6_tile.core.i_ariane.issue_stage_i.i_scoreboard.gen_sel_clobbers[15].i_sel_gpr_clobbers,3
gen_sel_clobbers[14].i_sel_fpr_clobbers,TestDriver.testHarness.chiptop.system.tile_prci_domain.tile_reset_domain.cva6_tile.core.i_ariane.issue_stage_i.i_scoreboard.gen_sel_clobbers[14].i_sel_fpr_clobbers,3
gen_sel_clobbers[14].i_sel_gpr_clobbers,TestDriver.testHarness.chiptop.system.tile_prci_domain.tile_reset_domain.cva6_tile.core.i_ariane.issue_stage_i.i_scoreboard.gen_sel_clobbers[14].i_sel_gpr_clobbers,3
gen_sel_clobbers[13].i_sel_fpr_clobbers,TestDriver.testHarness.chiptop.system.tile_prci_domain.tile_reset_domain.cva6_tile.core.i_ariane.issue_stage_i.i_scoreboard.gen_sel_clobbers[13].i_sel_fpr_clobbers,3
gen_sel_clobbers[13].i_sel_gpr_clobbers,TestDriver.testHarness.chiptop.system.tile_prci_domain.tile_reset_domain.cva6_tile.core.i_ariane.issue_stage_i.i_scoreboard.gen_sel_clobbers[13].i_sel_gpr_clobbers,3
gen_sel_clobbers[12].i_sel_fpr_clobbers,TestDriver.testHarness.chiptop.system.tile_prci_domain.tile_reset_domain.cva6_tile.core.i_ariane.issue_stage_i.i_scoreboard.gen_sel_clobbers[12].i_sel_fpr_clobbers,3
gen_sel_clobbers[12].i_sel_gpr_clobbers,TestDriver.testHarness.chiptop.system.tile_prci_domain.tile_reset_domain.cva6_tile.core.i_ariane.issue_stage_i.i_scoreboard.gen_sel_clobbers[12].i_sel_gpr_clobbers,3
gen_sel_clobbers[11].i_sel_fpr_clobbers,TestDriver.testHarness.chiptop.system.tile_prci_domain.tile_reset_domain.cva6_tile.core.i_ariane.issue_stage_i.i_scoreboard.gen_sel_clobbers[11].i_sel_fpr_clobbers,3
gen_sel_clobbers[11].i_sel_gpr_clobbers,TestDriver.testHarness.chiptop.system.tile_prci_domain.tile_reset_domain.cva6_tile.core.i_ariane.issue_stage_i.i_scoreboard.gen_sel_clobbers[11].i_sel_gpr_clobbers,3
gen_sel_clobbers[10].i_sel_fpr_clobbers,TestDriver.testHarness.chiptop.system.tile_prci_domain.tile_reset_domain.cva6_tile.core.i_ariane.issue_stage_i.i_scoreboard.gen_sel_clobbers[10].i_sel_fpr_clobbers,3
gen_sel_clobbers[10].i_sel_gpr_clobbers,TestDriver.testHarness.chiptop.system.tile_prci_domain.tile_reset_domain.cva6_tile.core.i_ariane.issue_stage_i.i_scoreboard.gen_sel_clobbers[10].i_sel_gpr_clobbers,3
gen_sel_clobbers[9].i_sel_fpr_clobbers,TestDriver.testHarness.chiptop.system.tile_prci_domain.tile_reset_domain.cva6_tile.core.i_ariane.issue_stage_i.i_scoreboard.gen_sel_clobbers[9].i_sel_fpr_clobbers,3
gen_sel_clobbers[9].i_sel_gpr_clobbers,TestDriver.testHarness.chiptop.system.tile_prci_domain.tile_reset_domain.cva6_tile.core.i_ariane.issue_stage_i.i_scoreboard.gen_sel_clobbers[9].i_sel_gpr_clobbers,3
gen_sel_clobbers[8].i_sel_fpr_clobbers,TestDriver.testHarness.chiptop.system.tile_prci_domain.tile_reset_domain.cva6_tile.core.i_ariane.issue_stage_i.i_scoreboard.gen_sel_clobbers[8].i_sel_fpr_clobbers,3
gen_sel_clobbers[8].i_sel_gpr_clobbers,TestDriver.testHarness.chiptop.system.tile_prci_domain.tile_reset_domain.cva6_tile.core.i_ariane.issue_stage_i.i_scoreboard.gen_sel_clobbers[8].i_sel_gpr_clobbers,3
gen_sel_clobbers[7].i_sel_fpr_clobbers,TestDriver.testHarness.chiptop.system.tile_prci_domain.tile_reset_domain.cva6_tile.core.i_ariane.issue_stage_i.i_scoreboard.gen_sel_clobbers[7].i_sel_fpr_clobbers,3
gen_sel_clobbers[7].i_sel_gpr_clobbers,TestDriver.testHarness.chiptop.system.tile_prci_domain.tile_reset_domain.cva6_tile.core.i_ariane.issue_stage_i.i_scoreboard.gen_sel_clobbers[7].i_sel_gpr_clobbers,3
gen_sel_clobbers[6].i_sel_fpr_clobbers,TestDriver.testHarness.chiptop.system.tile_prci_domain.tile_reset_domain.cva6_tile.core.i_ariane.issue_stage_i.i_scoreboard.gen_sel_clobbers[6].i_sel_fpr_clobbers,3
gen_sel_clobbers[6].i_sel_gpr_clobbers,TestDriver.testHarness.chiptop.system.tile_prci_domain.tile_reset_domain.cva6_tile.core.i_ariane.issue_stage_i.i_scoreboard.gen_sel_clobbers[6].i_sel_gpr_clobbers,3
gen_sel_clobbers[5].i_sel_fpr_clobbers,TestDriver.testHarness.chiptop.system.tile_prci_domain.tile_reset_domain.cva6_tile.core.i_ariane.issue_stage_i.i_scoreboard.gen_sel_clobbers[5].i_sel_fpr_clobbers,3
gen_sel_clobbers[5].i_sel_gpr_clobbers,TestDriver.testHarness.chiptop.system.tile_prci_domain.tile_reset_domain.cva6_tile.core.i_ariane.issue_stage_i.i_scoreboard.gen_sel_clobbers[5].i_sel_gpr_clobbers,3
gen_sel_clobbers[4].i_sel_fpr_clobbers,TestDriver.testHarness.chiptop.system.tile_prci_domain.tile_reset_domain.cva6_tile.core.i_ariane.issue_stage_i.i_scoreboard.gen_sel_clobbers[4].i_sel_fpr_clobbers,3
gen_sel_clobbers[4].i_sel_gpr_clobbers,TestDriver.testHarness.chiptop.system.tile_prci_domain.tile_reset_domain.cva6_tile.core.i_ariane.issue_stage_i.i_scoreboard.gen_sel_clobbers[4].i_sel_gpr_clobbers,3
gen_sel_clobbers[3].i_sel_fpr_clobbers,TestDriver.testHarness.chiptop.system.tile_prci_domain.tile_reset_domain.cva6_tile.core.i_ariane.issue_stage_i.i_scoreboard.gen_sel_clobbers[3].i_sel_fpr_clobbers,3
gen_sel_clobbers[3].i_sel_gpr_clobbers,TestDriver.testHarness.chiptop.system.tile_prci_domain.tile_reset_domain.cva6_tile.core.i_ariane.issue_stage_i.i_scoreboard.gen_sel_clobbers[3].i_sel_gpr_clobbers,3
gen_sel_clobbers[2].i_sel_fpr_clobbers,TestDriver.testHarness.chiptop.system.tile_prci_domain.tile_reset_domain.cva6_tile.core.i_ariane.issue_stage_i.i_scoreboard.gen_sel_clobbers[2].i_sel_fpr_clobbers,3
gen_sel_clobbers[2].i_sel_gpr_clobbers,TestDriver.testHarness.chiptop.system.tile_prci_domain.tile_reset_domain.cva6_tile.core.i_ariane.issue_stage_i.i_scoreboard.gen_sel_clobbers[2].i_sel_gpr_clobbers,3
gen_sel_clobbers[1].i_sel_fpr_clobbers,TestDriver.testHarness.chiptop.system.tile_prci_domain.tile_reset_domain.cva6_tile.core.i_ariane.issue_stage_i.i_scoreboard.gen_sel_clobbers[1].i_sel_fpr_clobbers,3
gen_sel_clobbers[1].i_sel_gpr_clobbers,TestDriver.testHarness.chiptop.system.tile_prci_domain.tile_reset_domain.cva6_tile.core.i_ariane.issue_stage_i.i_scoreboard.gen_sel_clobbers[1].i_sel_gpr_clobbers,3
gen_sel_clobbers[0].i_sel_fpr_clobbers,TestDriver.testHarness.chiptop.system.tile_prci_domain.tile_reset_domain.cva6_tile.core.i_ariane.issue_stage_i.i_scoreboard.gen_sel_clobbers[0].i_sel_fpr_clobbers,3
gen_sel_clobbers[0].i_sel_gpr_clobbers,TestDriver.testHarness.chiptop.system.tile_prci_domain.tile_reset_domain.cva6_tile.core.i_ariane.issue_stage_i.i_scoreboard.gen_sel_clobbers[0].i_sel_gpr_clobbers,3
i_sel_rs3,TestDriver.testHarness.chiptop.system.tile_prci_domain.tile_reset_domain.cva6_tile.core.i_ariane.issue_stage_i.i_scoreboard.i_sel_rs3,3
i_sel_rs2,TestDriver.testHarness.chiptop.system.tile_prci_domain.tile_reset_domain.cva6_tile.core.i_ariane.issue_stage_i.i_scoreboard.i_sel_rs2,3
i_sel_rs1,TestDriver.testHarness.chiptop.system.tile_prci_domain.tile_reset_domain.cva6_tile.core.i_ariane.issue_stage_i.i_scoreboard.i_sel_rs1,3
i_div,TestDriver.testHarness.chiptop.system.tile_prci_domain.tile_reset_domain.cva6_tile.core.i_ariane.ex_stage_i.i_mult.i_div,3
i_mmu,TestDriver.testHarness.chiptop.system.tile_prci_domain.tile_reset_domain.cva6_tile.core.i_ariane.ex_stage_i.lsu_i.i_mmu,3
i_popcount,TestDriver.testHarness.chiptop.system.tile_prci_domain.tile_reset_domain.cva6_tile.core.i_ariane.issue_stage_i.i_scoreboard.i_popcount,3
i_popcount,TestDriver.testHarness.chiptop.system.tile_prci_domain.tile_reset_domain.cva6_tile.core.i_ariane.i_frontend.i_instr_queue.i_popcount,3
fpu_gen.i_fpnew_bulk,TestDriver.testHarness.chiptop.system.tile_prci_domain.tile_reset_domain.cva6_tile.core.i_ariane.ex_stage_i.fpu_gen.fpu_i.fpu_gen.i_fpnew_bulk,3
i_lzc_hit,TestDriver.testHarness.chiptop.system.tile_prci_domain.tile_reset_domain.cva6_tile.core.i_ariane.i_cache_subsystem.i_wt_icache.i_lzc_hit,3
i_lzc,TestDriver.testHarness.chiptop.system.tile_prci_domain.tile_reset_domain.cva6_tile.core.i_ariane.i_cache_subsystem.i_wt_icache.i_lzc,3
i_lzc_branch_index,TestDriver.testHarness.chiptop.system.tile_prci_domain.tile_reset_domain.cva6_tile.core.i_ariane.i_frontend.i_instr_queue.i_lzc_branch_index,3
i_b_fifo,TestDriver.testHarness.chiptop.system.tile_prci_domain.tile_reset_domain.cva6_tile.core.i_ariane.i_cache_subsystem.i_adapter.i_b_fifo,3
i_wr_dcache_id,TestDriver.testHarness.chiptop.system.tile_prci_domain.tile_reset_domain.cva6_tile.core.i_ariane.i_cache_subsystem.i_adapter.i_wr_dcache_id,3
i_rd_dcache_id,TestDriver.testHarness.chiptop.system.tile_prci_domain.tile_reset_domain.cva6_tile.core.i_ariane.i_cache_subsystem.i_adapter.i_rd_dcache_id,3
i_rd_icache_id,TestDriver.testHarness.chiptop.system.tile_prci_domain.tile_reset_domain.cva6_tile.core.i_ariane.i_cache_subsystem.i_adapter.i_rd_icache_id,3
i_dcache_data_fifo,TestDriver.testHarness.chiptop.system.tile_prci_domain.tile_reset_domain.cva6_tile.core.i_ariane.i_cache_subsystem.i_adapter.i_dcache_data_fifo,3
i_icache_data_fifo,TestDriver.testHarness.chiptop.system.tile_prci_domain.tile_reset_domain.cva6_tile.core.i_ariane.i_cache_subsystem.i_adapter.i_icache_data_fifo,3
gen_instr_fifo[1].i_fifo_instr_data,TestDriver.testHarness.chiptop.system.tile_prci_domain.tile_reset_domain.cva6_tile.core.i_ariane.i_frontend.i_instr_queue.gen_instr_fifo[1].i_fifo_instr_data,3
gen_instr_fifo[0].i_fifo_instr_data,TestDriver.testHarness.chiptop.system.tile_prci_domain.tile_reset_domain.cva6_tile.core.i_ariane.i_frontend.i_instr_queue.gen_instr_fifo[0].i_fifo_instr_data,3
i_fifo_address,TestDriver.testHarness.chiptop.system.tile_prci_domain.tile_reset_domain.cva6_tile.core.i_ariane.i_frontend.i_instr_queue.i_fifo_address,3
i_wt_dcache_wbuffer,TestDriver.testHarness.chiptop.system.tile_prci_domain.tile_reset_domain.cva6_tile.core.i_ariane.i_cache_subsystem.i_wt_dcache.i_wt_dcache_wbuffer,3
float_regfile_gen.i_ariane_fp_regfile,TestDriver.testHarness.chiptop.system.tile_prci_domain.tile_reset_domain.cva6_tile.core.i_ariane.issue_stage_i.i_issue_read_operands.float_regfile_gen.i_ariane_fp_regfile,3
i_ariane_regfile,TestDriver.testHarness.chiptop.system.tile_prci_domain.tile_reset_domain.cva6_tile.core.i_ariane.issue_stage_i.i_issue_read_operands.i_ariane_regfile,3
fpu_gen.fpu_i,TestDriver.testHarness.chiptop.system.tile_prci_domain.tile_reset_domain.cva6_tile.core.i_ariane.ex_stage_i.fpu_gen.fpu_i,2
i_instr_realign,TestDriver.testHarness.chiptop.system.tile_prci_domain.tile_reset_domain.cva6_tile.core.i_ariane.i_frontend.i_instr_realign,2
csr_buffer_i,TestDriver.testHarness.chiptop.system.tile_prci_domain.tile_reset_domain.cva6_tile.core.i_ariane.ex_stage_i.csr_buffer_i,2
compressed_decoder_i,TestDriver.testHarness.chiptop.system.tile_prci_domain.tile_reset_domain.cva6_tile.core.i_ariane.id_stage_i.compressed_decoder_i,2
branch_unit_i,TestDriver.testHarness.chiptop.system.tile_prci_domain.tile_reset_domain.cva6_tile.core.i_ariane.ex_stage_i.branch_unit_i,2
i_btb,TestDriver.testHarness.chiptop.system.tile_prci_domain.tile_reset_domain.cva6_tile.core.i_ariane.i_frontend.i_btb,2
i_re_name,TestDriver.testHarness.chiptop.system.tile_prci_domain.tile_reset_domain.cva6_tile.core.i_ariane.issue_stage_i.i_re_name,2
i_mult,TestDriver.testHarness.chiptop.system.tile_prci_domain.tile_reset_domain.cva6_tile.core.i_ariane.ex_stage_i.i_mult,2
i_wt_icache,TestDriver.testHarness.chiptop.system.tile_prci_domain.tile_reset_domain.cva6_tile.core.i_ariane.i_cache_subsystem.i_wt_icache,2
i_instr_queue,TestDriver.testHarness.chiptop.system.tile_prci_domain.tile_reset_domain.cva6_tile.core.i_ariane.i_frontend.i_instr_queue,2
i_bht,TestDriver.testHarness.chiptop.system.tile_prci_domain.tile_reset_domain.cva6_tile.core.i_ariane.i_frontend.i_bht,2
i_wt_dcache,TestDriver.testHarness.chiptop.system.tile_prci_domain.tile_reset_domain.cva6_tile.core.i_ariane.i_cache_subsystem.i_wt_dcache,2
i_ras,TestDriver.testHarness.chiptop.system.tile_prci_domain.tile_reset_domain.cva6_tile.core.i_ariane.i_frontend.i_ras,2
i_adapter,TestDriver.testHarness.chiptop.system.tile_prci_domain.tile_reset_domain.cva6_tile.core.i_ariane.i_cache_subsystem.i_adapter,2
gen_instr_scan[1].i_instr_scan,TestDriver.testHarness.chiptop.system.tile_prci_domain.tile_reset_domain.cva6_tile.core.i_ariane.i_frontend.gen_instr_scan[1].i_instr_scan,2
gen_instr_scan[0].i_instr_scan,TestDriver.testHarness.chiptop.system.tile_prci_domain.tile_reset_domain.cva6_tile.core.i_ariane.i_frontend.gen_instr_scan[0].i_instr_scan,2
alu_i,TestDriver.testHarness.chiptop.system.tile_prci_domain.tile_reset_domain.cva6_tile.core.i_ariane.ex_stage_i.alu_i,2
decoder_i,TestDriver.testHarness.chiptop.system.tile_prci_domain.tile_reset_domain.cva6_tile.core.i_ariane.id_stage_i.decoder_i,2
i_scoreboard,TestDriver.testHarness.chiptop.system.tile_prci_domain.tile_reset_domain.cva6_tile.core.i_ariane.issue_stage_i.i_scoreboard,2
i_issue_read_operands,TestDriver.testHarness.chiptop.system.tile_prci_domain.tile_reset_domain.cva6_tile.core.i_ariane.issue_stage_i.i_issue_read_operands,2
lsu_i,TestDriver.testHarness.chiptop.system.tile_prci_domain.tile_reset_domain.cva6_tile.core.i_ariane.ex_stage_i.lsu_i,2
i_perf_counters,TestDriver.testHarness.chiptop.system.tile_prci_domain.tile_reset_domain.cva6_tile.core.i_ariane.i_perf_counters,1
issue_stage_i,TestDriver.testHarness.chiptop.system.tile_prci_domain.tile_reset_domain.cva6_tile.core.i_ariane.issue_stage_i,1
i_cache_subsystem,TestDriver.testHarness.chiptop.system.tile_prci_domain.tile_reset_domain.cva6_tile.core.i_ariane.i_cache_subsystem,1
id_stage_i,TestDriver.testHarness.chiptop.system.tile_prci_domain.tile_reset_domain.cva6_tile.core.i_ariane.id_stage_i,1
csr_regfile_i,TestDriver.testHarness.chiptop.system.tile_prci_domain.tile_reset_domain.cva6_tile.core.i_ariane.csr_regfile_i,1
controller_i,TestDriver.testHarness.chiptop.system.tile_prci_domain.tile_reset_domain.cva6_tile.core.i_ariane.controller_i,1
commit_stage_i,TestDriver.testHarness.chiptop.system.tile_prci_domain.tile_reset_domain.cva6_tile.core.i_ariane.commit_stage_i,1
ex_stage_i,TestDriver.testHarness.chiptop.system.tile_prci_domain.tile_reset_domain.cva6_tile.core.i_ariane.ex_stage_i,1
i_frontend,TestDriver.testHarness.chiptop.system.tile_prci_domain.tile_reset_domain.cva6_tile.core.i_ariane.i_frontend,1
i_ariane,TestDriver.testHarness.chiptop.system.tile_prci_domain.tile_reset_domain.cva6_tile.core.i_ariane,0
